sourceid,ID,RAdeg,DEdeg,g_mean,g_wmean,g_MAD,g_IQR,g_f60,g_f70,g_f80,g_f90,g_skew,g_kurtosis,g_welsh_J,g_welsh_K,r_mean,r_wmean,r_MAD,r_IQR,r_f60,r_f70,r_f80,r_f90,r_skew,r_kurtosis,r_welsh_J,r_welsh_K,label
412713,ZTFJ191944.47+145806.4,289.93532,14.96845,21.373888815789474,21.432038936715717,0.1754131000000001,0.33980174999999946,0.4169852799999987,0.5676610900000014,0.747080620000002,0.9071554700000029,-0.37456153834369776,0.33611430580324075,0.08402263700908454,0.7229344896254541,17.799325594405598,17.81221279676362,0.08655170000000112,0.17096240000000051,0.2274803200000015,0.2699932199999999,0.3196209199999984,0.38756698000000256,-0.04423361676542317,-0.5515540050115497,0.012239673735815287,12.19097028148424,SR
373876,ZTFJ190912.17+132119.5,287.30073,13.35543,18.702949654666668,18.72247631174783,0.033838250000000514,0.08480692499999876,0.11673008000000351,0.16509698999999856,0.268594150000002,0.40093987999999925,2.0792383059816273,4.010080736654614,0.012100773478845656,0.16222704204400704,17.482806092125983,17.49612349859928,0.02425389999999794,0.047834350000002246,0.06692659999999861,0.15347399999999922,0.21802291999999923,0.40930713999999924,2.7328814131070245,8.317259659154324,0.011771490470672328,1.059966249463942,EA
141270,ZTFJ060130.85+131940.4,90.37856,13.3279,17.525047834883722,17.527502995489606,0.03897285000000039,0.07914159999999981,0.09602930000000143,0.12332250000000045,0.14505954999999915,0.17265555000000177,0.08114949165599736,-0.5373740895638739,0.002578098790276407,2.164134427098197,16.29276981904762,16.294531754371857,0.05274774999999998,0.10234687500000206,0.1194118799999977,0.13045402999999922,0.1488677900000006,0.16666261999999676,0.08496862431479917,-1.3009995888085018,0.003107082687370696,2.4147554981657398,RSCVN
524828,ZTFJ195006.43+230137.1,297.52683,23.02698,17.767577232911393,17.769437139687923,0.02888014999999733,0.05682570000000098,0.07536469999999795,0.09115855499999981,0.10814261000000158,0.17241819499999878,0.0347259391504189,0.3882190708693041,0.0017926119301555849,-0.531551478355421,16.520333844623657,16.521992646931352,0.02559950000000022,0.05059050000000198,0.060829099999999414,0.08138324999999824,0.10920139999999634,0.15128520000000378,-0.6009992210782525,0.7238760820533634,0.001526688531678952,0.3443735954832847,BYDra
72353,ZTFJ033528.20+513232.6,53.86752,51.54239,18.54223955272727,18.55402629258392,0.09182260000000042,0.1930026500000004,0.22557908000000282,0.2853762300000007,0.3363529000000014,0.3997790600000002,0.3565016974789209,-0.6107619858989888,0.014173083596721802,3.3708030044289803,17.065267498333334,17.07254491193125,0.08913894999999883,0.21859072499999854,0.23032425999999973,0.24960431500000269,0.2768818200000034,0.31022821499999864,0.37116305910914654,-1.2191988585056595,0.010253185879278265,1.4886385313417958,EW
652608,ZTFJ210000.83+183913.9,315.00346,18.65387,18.450221626923074,18.454916791545525,0.03682520000000089,0.07294179999999884,0.09017791999999858,0.10567311499999832,0.14262370999999874,0.19662282500000217,-0.35542039803324643,0.9832328988794723,0.0030799936584744374,-0.7093073771209725,17.112906398701302,17.114426606137638,0.03697209999999984,0.0703201,0.08472784000000289,0.1047752200000005,0.11696205999999876,0.1290496800000014,-0.28296157044667686,-0.8711407306249122,0.001715417957144443,-0.22203766065054692,BYDra
723803,ZTFJ221244.80+502631.8,333.18669,50.44217,18.374520591566267,18.382706310760515,0.06361484999999867,0.13354400000000055,0.16101640000000117,0.19987774999999885,0.22246165000000317,0.24956752500000334,0.4903127997481244,-0.6544694501936603,0.006148934124808035,-1.2856942400856284,17.681829375000003,17.68772580830755,0.05743890000000107,0.12158344999999926,0.14298060000000135,0.16300435000000135,0.19505884999999878,0.23919727499999865,0.445390080900086,-0.8221102702793859,0.005030641798757011,-0.03710774432705999,EW
362988,ZTFJ190621.49-130632.7,286.58957,-13.10911,18.771504607142855,18.786775923921663,0.0870552,0.17103572499999942,0.1892822200000026,0.19922003499999974,0.29875546999999614,0.36813947999999996,0.282036603570374,-0.601694698460554,0.011732256830411,-0.7691765180731529,17.507180511139897,17.52460886781924,0.07882499999999837,0.2528847999999968,0.27991679999999874,0.3012890999999982,0.3341598500000025,0.36304477499999876,0.5030443305833574,-1.3063567603026995,0.016252109513260886,39.64441178650802,RSCVN
518891,ZTFJ194835.30+225955.2,297.1471,22.99868,14.490156077469136,14.490770385821966,0.013714799999999805,0.027508250000000345,0.032616259999999286,0.04006724500000125,0.04709234999999978,0.060718825000000365,0.5407403370456527,0.46583211437662353,0.00031165143301727593,-0.10445199696178185,13.77078837723577,13.7720232416272,0.011108399999999463,0.02219670000000029,0.027204320000000948,0.03534548000000193,0.04244041999999837,0.05448762000000151,-0.2592167255241962,0.24142485194982521,0.0002271834071511509,0.6086667399709378,DSCT
76226,ZTFJ034841.45+504418.9,57.17271,50.73859,20.151402618354428,20.183164910017048,0.10181140000000077,0.2103262000000008,0.26220400000000055,0.32197065499999766,0.3891708199999968,0.5102642800000012,0.2745626875174597,1.2291204805511695,0.022462985723867693,-0.8510657323578102,18.462534772653058,18.472998670472926,0.04739760000000004,0.08981139999999854,0.12353936000000232,0.15844880000000217,0.22407641999999584,0.298542819999998,0.9911552309132196,1.5697788638519108,0.006366615763537899,-2.806315356015058,EA
729324,ZTFJ221856.56+642635.5,334.73567,64.4432,20.56497991138614,20.609391748219036,0.10226250000000014,0.20708894999999927,0.28555337999999963,0.34662318499999856,0.443169809999997,0.6926654050000032,1.064947460923992,2.9356117310854994,0.035472690216757016,7.693120769072271,19.324076854492752,19.376364914128885,0.05772400000000033,0.12692450000000122,0.1661785000000009,0.2565227200000031,0.3599658599999991,0.5382240199999977,1.7807178959306138,3.361568744693975,0.025328092745604804,22.485649127216526,EA
514851,ZTFJ194727.22+163815.5,296.86345,16.63764,19.503176055555556,19.530755128075395,0.10641385000000092,0.23719977500000056,0.2885245999999988,0.3305358750000025,0.4084520499999975,0.45394367500000143,0.35513951449640874,-0.6407511842513229,0.020742814294457172,6.475108790257467,18.40470510740741,18.41901263533874,0.0727215000000001,0.14434909999999945,0.196150939999999,0.24544421999999955,0.32132190000000094,0.4049971100000036,0.40111378347255366,0.06295510433940166,0.012359328596884418,4.695507011198067,EW
384569,ZTFJ191149.02+000600.9,287.95426,0.10025,20.508908097826087,20.533036020816535,0.11468984999999954,0.23660327500000022,0.27321429999999935,0.346260075,0.39414310000000086,0.5320969000000026,0.47807375671044094,0.22161746002171068,0.025650790505688817,0.2837025725290231,19.422721798245615,19.4818322199781,0.14325235000000092,0.27142960000000116,0.34192772000000105,0.418415269999997,0.4881744000000019,0.5849614949999982,0.7915645076102834,0.7841521292575702,0.037015478148115434,0.4276193504139687,EW
504940,ZTFJ194454.16+255809.4,296.22567,25.96929,21.51139892272727,21.531184038578093,0.10288520000000112,0.19186400000000248,0.2754947399999992,0.3958344750000009,0.5070700200000005,0.5712602099999984,-0.6144186907495691,-0.2828817109474122,0.02933770930305405,-0.063376561042401,19.667879106951872,19.70495752750339,0.05849459999999951,0.14476875000000078,0.18986926000000182,0.2673806699999979,0.3581013000000013,0.49027882000000034,1.2090778613943571,1.9676261532407406,0.01923371089826688,1.915669280317422,EA
42541,ZTFJ020334.08+534810.1,30.89202,53.80283,17.332390914399998,17.333932043321205,0.031026900000000524,0.06276510000000002,0.07816663999999918,0.10056532000000118,0.13119698000000213,0.1850078599999989,0.8519866344676537,0.8744562737040642,0.0022135246036525634,-0.11871791219077223,16.57705327769784,16.578070115448643,0.017021200000002068,0.04489705000000299,0.05799176000000017,0.08122887000000034,0.10533863999999937,0.14338904999999968,1.3958716227483878,1.723961956468575,0.001559809773700192,-0.31646379651872203,EA
753364,ZTFJ225616.79+583219.3,344.06998,58.5387,15.14885762324841,15.149348920780866,0.01974064999999925,0.042020550000000156,0.05216274000000176,0.05948228500000141,0.07127152999999886,0.0912576749999996,-0.4121880205845976,-0.5843100622413697,0.0006793895902245137,-0.14912842533230103,14.64061041416185,14.64051441648763,0.01795534999999937,0.03781960000000062,0.04607960000000055,0.057036899999999946,0.06515119999999897,0.0838151499999995,-0.31714983453654544,-0.3507573513417346,0.0005436995598756933,0.008724108347210324,RR
279380,ZTFJ183333.34+191042.5,278.38892,19.1785,19.513409926153848,19.527564425875635,0.06052210000000002,0.12980650000000082,0.1687904600000003,0.19531478000000035,0.22912094000000138,0.310424059999999,-0.8054163496319604,0.8425615365191046,0.008580789003276012,0.5368889375014879,18.831437989743588,18.841467979649774,0.06343175000000123,0.11588902500000131,0.1536906800000004,0.1684956100000008,0.20424518000000091,0.27876606000000237,-0.13837153609203998,0.0694673677064519,0.006341489974635312,0.2748455686507693,RSCVN
201356,ZTFJ133237.13+721302.3,203.15472,72.21733,16.206895614788735,16.207501650852706,0.020864500000000064,0.04478647500000221,0.05621608000000222,0.07011702500000183,0.08191163999999773,0.10119800000000012,0.5058677988812015,-0.21837868106733982,0.0008851748064976957,1.8491218454443048,15.36123232072072,15.361345396197626,0.013723399999999941,0.033374350000000774,0.036559099999999844,0.04492139999999978,0.06015779999999893,0.06977410000000006,0.5743893818038242,-0.4481025061061672,0.00041868216712580297,0.755843844308679,BYDra
665028,ZTFJ211055.06+452824.0,317.72943,45.47335,14.632152559036143,14.632216797672806,0.017156649999998663,0.03357937500000041,0.039265600000000234,0.049078175,0.059443999999999164,0.06926610000000011,0.2552809842439734,0.021970548190743067,0.00042081316527598097,-0.6377113929064329,14.149922808522728,14.150021643753277,0.013723800000000175,0.026610149999998,0.0319079999999996,0.03889207500000147,0.04883429999999933,0.056196925000000064,-0.09378176994620337,-0.3774014022296126,0.00028225282140181775,-0.639237760830012,BYDra
306105,ZTFJ184628.56-013614.7,281.61902,-1.60411,19.616715689393942,20.000193097883287,0.506691,1.0441336499999991,1.3109550999999975,1.6302724499999997,1.819506650000001,2.052889399999998,-0.4802666470671137,-0.9192216438000633,0.4768579574199708,35.76352323267914,16.011964143157897,16.094266856980553,0.5765610000000017,1.3464188499999992,1.4524147400000018,1.6726680399999996,2.0903661999999983,2.2998400599999993,-0.6407884565108696,-0.8298987609692294,0.5304119769754542,61.38690087088854,Mira
651464,ZTFJ205850.47+500548.0,314.7103,50.09669,16.10262214034091,16.10443468779942,0.03545955000000056,0.0838321999999998,0.10245889999999847,0.12553072500000084,0.1534766999999988,0.18374894999999825,-0.40165450347012377,-0.5020460478930806,0.0026473660938630458,-3.0979054551793768,14.993804130601093,14.994126629894591,0.03573890000000013,0.07348535000000034,0.08830971999999981,0.10496524999999757,0.1285690800000001,0.16182020000000108,-0.4300868554834288,-0.7160315078894564,0.001977770187142158,-1.1541683818062571,BYDra
180108,ZTFJ072024.25-022335.1,110.10106,-2.39309,13.952432494594595,13.940165718136926,0.4187345500000008,0.8325174250000007,0.9369932599999995,1.05109429,1.1202861800000008,1.2954181999999985,-0.04006497557533561,-1.4676877192009927,0.19853298487329207,28.612594583790482,,,,,,,,,,,,,SR
328152,ZTFJ185523.82+404131.0,283.84926,40.69197,17.334506330864198,17.335891000542386,0.027629799999999705,0.05805970000000116,0.06756589999999818,0.07554820000000007,0.09986310000000032,0.13020900000000069,-0.15006100555008264,0.5028305853887369,0.00137479976460838,1.1596006704110091,16.117262346938777,16.117840414323908,0.0235024000000017,0.04787830000000426,0.05321654000000109,0.06119960999999918,0.07114568000000077,0.08783342999999988,0.1878109267498575,-0.37007220240190897,0.0007741148329448174,6.300120374753559,BYDra
361709,ZTFJ190601.94-013014.0,286.50809,-1.50389,17.270092576666666,17.275832338300326,0.06972790000000018,0.1336011500000005,0.17472572000000142,0.22710943999999955,0.27867352999999895,0.3228093799999989,0.014801603817673543,-0.6483144391894244,0.008413958846447479,5.086202667907276,14.901911198947367,14.901332931102543,0.08715160000000033,0.18063500000000055,0.21308629999999873,0.2477460399999991,0.2873039600000009,0.34173192000000085,-0.17376301820206266,-0.9633834055928165,0.010162810273653138,7.659146752783671,SR
