g_mean,g_wmean,g_MAD,g_IQR,g_f60,g_f70,g_f80,g_f90,g_skew,g_kurtosis,g_welsh_J,g_welsh_K,r_mean,r_wmean,r_MAD,r_IQR,r_f60,r_f70,r_f80,r_f90,r_skew,r_kurtosis,r_welsh_J,r_welsh_K,label,sourceid
19.620045252247184,13.730213786002391,0.11310955000000078,0.22851084999999927,0.2856761799999994,0.36021443500000316,0.4462261799999965,0.5777352200000045,0.6243965318576086,0.2912390657460189,35.09928715375201,1047.8482972172533,18.803540780476204,8.024556302490295,0.10929110000000009,0.22760772500000215,0.2709202000000026,0.3077097449999968,0.36098025999999805,0.44141976000000227,0.3344688478654536,-0.7754028830103787,117.31098833994275,2263.567482098164,EW,2
15.315782519999997,15.315359449556952,0.07050085000000017,0.13816330000000043,0.15261118000000096,0.18168045,0.19400822999999967,0.203793675,-0.08166647801383095,-1.2685700199736605,0.004463322360749632,1.527410388125453,14.609853644927535,1.9105539121857325,0.060734799999998756,0.12641149999999968,0.14684276000000018,0.16068570000000015,0.17531222000000035,0.18858819999999987,-0.21114328186588605,-1.4871280559451059,166.0527587065539,876.2594040386048,EW,3
16.35454181666667,16.3527601320748,0.0756340499999979,0.15081070000000096,0.17228317999999732,0.1866201200000006,0.19727569999999517,0.23791216999999776,-0.019121912147913384,-1.305282545541333,0.005436279449119985,0.35515930092336145,15.845011973913042,2.0481171668576583,0.054484399999999766,0.10222150000000063,0.1324129599999999,0.15910989999999892,0.1947315800000009,0.20529499999999956,0.4187422797927493,-1.00887881368504,195.99653414530184,951.8916244548988,EW,4
19.136072732642482,13.963591721192003,0.058647199999999344,0.11665339999999702,0.14458810000000355,0.17417183999999963,0.2446509600000013,0.319819619999997,-0.6477274241075117,1.5712867771485377,27.039057595638873,998.2069611587989,17.874841954245287,6.8572131353958685,0.04469875000000023,0.08880955000000057,0.10429502000000213,0.12554991000000015,0.15446284999999804,0.20381713999999818,-0.17980129785978577,-0.07332987159018867,122.54337158619455,2335.7541510120773,EW,5
17.889409403389838,17.87598232267614,0.09240720000000024,0.18835259999999465,0.23760755999999716,0.2775421100000024,0.31146246000000133,0.41024030999999894,0.6285080232534631,-0.49008971581699834,0.013947360812401142,0.5385957838326898,16.941513001538464,1.5016144914513352,0.1154326999999995,0.22838970000000103,0.27025984000000136,0.2966296799999988,0.31333805999999953,0.33577307999999917,0.15842077715137992,-1.4833772217322179,245.90583090608402,1003.6133380874553,EW,6
19.986569034509806,10.907540201357511,0.10177799999999948,0.21300130000000195,0.2607913800000041,0.32158675999999886,0.43794934000000296,0.6802917199999996,1.9607583505224955,5.98566071954556,83.1080420280366,2315.0328812664193,19.038631050314464,10.515605334691216,0.0894994500000017,0.2078976499999996,0.261040119999997,0.33761563499999525,0.47575696999999906,0.7741745949999981,2.114802816758168,4.513744850820872,73.13058598967685,2709.9147298435146,EW,7
16.58771094040403,8.682305911912822,0.025876999999997707,0.05120459999999838,0.06548996000000074,0.08057781999999847,0.09801861999999772,0.11773218000000085,0.26970446018160205,-0.10878200958121642,62.919099815605705,2347.8910747806367,15.368392501863356,8.250697584638624,0.021483900000000666,0.04206634999999892,0.05231604000000267,0.06243927000000049,0.0720973899999997,0.08768419500000135,0.09240755060621875,-0.6252313994701875,50.97810932872958,2291.8688108114884,BYDra,8
20.642184712258064,11.41315984244023,0.13327790000000306,0.2621335999999985,0.33039660000000026,0.3871864599999988,0.597801620000002,0.89132137,-0.035813445344668696,1.2714707068758995,86.31848248928956,1430.7141333187924,19.632068575432545,10.011798656324599,0.14585119999999918,0.34458159999999793,0.4010158199999978,0.49231682000000276,0.5698894199999991,0.7628799799999975,0.657877772800811,0.040307643749506905,93.22144645405024,2779.7852972411038,EW,9
19.413697935000005,19.35058762808179,0.14697649999999918,0.3359599750000015,0.4099327400000021,0.5116108199999978,0.5996812600000005,0.7180941050000023,0.716691611659595,-0.37948077727766716,0.046133469606261544,2.0497311225445003,18.5588150652174,2.3412943450793913,0.09923560000000009,0.28791999999999973,0.3927765000000001,0.4975110000000029,0.5372486000000016,0.5751342000000008,0.8815051268027678,-0.6680271148580821,266.3261321402199,2610.771105659656,EW,10
19.099689954794535,10.249614048243394,0.04751109999999947,0.0954174500000029,0.12007868000000244,0.14408097000000097,0.17785336999999757,0.26984492500000457,0.7880609024134719,1.9558742610938085,78.86651690248105,2584.170845862938,18.015049969496868,10.862215315505548,0.03050900000000034,0.06309797499999803,0.08411407999999909,0.10390938500000146,0.13458634000000202,0.20245322500000285,1.3738893849511835,2.0888425922909177,51.4882219333805,2274.6433026254817,EW,11
