g_mean,g_wmean,g_MAD,g_IQR,g_f60,g_f70,g_f80,g_f90,g_skew,g_kurtosis,g_welsh_J,g_welsh_K,r_mean,r_wmean,r_MAD,r_IQR,r_f60,r_f70,r_f80,r_f90,r_skew,r_kurtosis,r_welsh_J,r_welsh_K,label,sourceid,RAdeg,DEdeg,ID
18.266840386861308,18.26892561436031,0.030771299999997836,0.061090499999998826,0.06959725999999833,0.08708838000000085,0.11327894000000427,0.14654733999999436,-0.49199747069457256,0.573062905071918,0.0016598864018990838,0.3740506668894955,17.088915186842105,17.089350391623697,0.02133465000000001,0.04426194999999922,0.05285909999999916,0.06114059499999769,0.07029698000000195,0.07999132999999858,-0.033535630018678424,-0.6746235115099419,0.0006443367714099885,0.6374617321020164,RSCVN,487839,295.05785,12.56705,ZTFJ194013.88+123401.3
19.925825830232558,19.969903013812296,0.14521789999999868,0.28687095000000085,0.31014178000000214,0.4074325599999966,0.4787745799999996,0.624174459999999,-0.12382955029766286,0.4986381605993069,0.04015633602163818,3.139727078213401,16.159812167924528,16.167893436986738,0.08522980000000047,0.18519590000000008,0.22861212000000108,0.2955528400000027,0.4169204600000018,0.5231105799999991,-0.6182383560889267,0.22535145089407083,0.019193307986495944,4.931144115311555,SR,271695,277.02911,1.31651,ZTFJ182806.98+011859.4
19.161812936111108,19.299434978876718,0.2644796500000002,0.5030040499999977,0.5781859999999988,0.674478950000001,0.7517385999999959,0.9650158749999989,-0.4519985126693489,-0.08777455136453671,0.11470973671443288,3.0783726937902194,18.87189884,18.929103662887446,0.17230220000000074,0.3330555000000004,0.43594240000000184,0.47595600000000005,0.5011171300000008,0.6206760950000003,-0.4783452047493758,-0.8515824185300365,0.04050289341831098,2.8745492729146145,RR,570008,301.21524,-9.10789,ZTFJ200451.65-090628.4
16.60287878263473,16.612716815187618,0.09120749999999944,0.17132569999999703,0.2672519400000013,0.36223525999999495,0.435666659999999,0.553400970000002,-0.9416165569410114,0.6536014454608865,0.021702768424268583,18.90662113557151,14.06402663735632,14.064504274861566,0.052468749999999176,0.10337859999999921,0.12771438000000046,0.15958434499999896,0.208383490000001,0.4068257500000012,-1.236670734447623,1.9558801476453227,0.008101225788045816,11.155627778021312,SR,437926,291.73444,26.68351,ZTFJ192656.26+264100.6
19.415212678481012,19.456419981787022,0.1664791000000001,0.3214082499999975,0.41248852000000014,0.47353569000000206,0.5590759000000034,0.6201577500000006,-0.24833696411487782,-0.6866995470788897,0.03743032619638159,8.859683331953798,16.62835090232558,16.636835742175098,0.12639044999999882,0.25007249999999814,0.2898959999999988,0.34045602499999816,0.39684490000000494,0.49717952499999996,0.08027421258032104,-0.9266707417977074,0.020251780439474846,10.024668460066952,SR,331495,284.12455,-5.11396,ZTFJ185629.89-050650.2
18.9287313125,18.95592340164266,0.06813335000000009,0.15017177500000045,0.19819258000000417,0.3080814849999989,0.38824580999999725,0.47830648000000053,1.0751958647430127,0.2916029857897562,0.017871019870172682,2.1998021642623775,18.01827589473684,18.03935896569911,0.039318099999999134,0.08352470000000167,0.1273274000000022,0.23511327999999665,0.345232339999999,0.41117633,1.5495753398464795,1.4368076930666702,0.012720184225540375,2.5949789655844873,EA,132192,86.63622,16.17294,ZTFJ054632.69+161022.5
18.995382483505157,19.005505303822904,0.052562699999999296,0.10698890000000105,0.13364714000000077,0.17992439999999732,0.22036208000000101,0.2948517000000024,-0.7543701060066081,2.595285082539054,0.006958167361536071,0.9802683386991173,17.854454534482755,17.85716479093675,0.03178025000000062,0.06286960000000263,0.07244680000000159,0.08264775000000313,0.10600945000000195,0.16133500000000112,-1.3820410566052193,4.626987441888462,0.0019503280882461238,0.42274025046011643,BYDra,114561,79.19935,34.19771,ZTFJ051647.84+341151.7
20.708854408999997,20.769196487103194,0.13488674999999972,0.2670007000000041,0.33253478000000314,0.4483756899999989,0.5404443800000038,0.8165830549999988,0.2765843479132709,1.3795999445089158,0.054309866881715935,5.03673220328281,20.030491309395977,20.101464612638562,0.14756579999999886,0.359815600000001,0.40534629999999794,0.5108604400000019,0.5648773400000024,0.6241176599999996,0.48646121434023304,-0.8641748416233797,0.044975268113622485,10.833104120346086,EW,239480,268.39092,16.90122,ZTFJ175333.82+165404.3
16.218237761403508,16.218948909708576,0.03890230000000017,0.07170869999999852,0.08705369999999846,0.10562703999999812,0.11419294000000235,0.13308790000000315,-0.08773926965884864,-1.0156699767118802,0.0016118363491675009,0.8284365387656386,15.84560117230769,15.846108210789234,0.03895279999999879,0.07732869999999892,0.08384494000000053,0.09377575999999976,0.11480487999999944,0.14493848000000042,0.07868877118673054,-0.8812031612841373,0.0017215599231307681,0.9307797008188956,EW,531432,297.97269,4.13741,ZTFJ195153.44+040814.6
17.765505505263157,17.774654042563334,0.0964203000000019,0.17702859999999987,0.25532798000000057,0.31284789999999774,0.33592643999999794,0.39830513999999795,0.33268648920062666,-0.30902688668235356,0.014880460349338579,0.7306314069929644,15.547156565151516,15.549086130290412,0.0901808500000012,0.19139105,0.2063865000000007,0.2365365500000003,0.2533946,0.27974552500000094,-0.10675327981113578,-1.226614460263892,0.008787127314509174,1.3740589230290685,RSCVN,98823,71.93327,31.25267,ZTFJ044743.98+311509.6
